id,question,answer,text,processed_text,sub_topic
233,What is database isolation in sql server?,"Isolation in database defines how and when changes made by one transaction can be visible to other transactions. Different isolation levels are:
+ Serializable
+ Repeatable read
+ Read committed
+ Read uncommitted","What is database isolation in sql server?Isolation in database defines how and when changes made by one transaction can be visible to other transactions. Different isolation levels are:
+ Serializable
+ Repeatable read
+ Read committed
+ Read uncommitted",database isolation sql server ? isolation database defines change made one transaction visible transaction . different isolation level : + serializable + repeatable read + read committed + read uncommitted,
234,What is a schema in sql server 2005? explain how to create a new schema in a database?,"A schema is used to create database objects. It can be created using CREATE SCHEMA statement. The objects created can be moved between schemas. Multiple database users can share a single default schema.
CREATE SCHEMA sample;
Table creation
Create table sample.sampleinfo
{
id int primary key,
name varchar(20)
}","What is a schema in sql server 2005? explain how to create a new schema in a database?A schema is used to create database objects. It can be created using CREATE SCHEMA statement. The objects created can be moved between schemas. Multiple database users can share a single default schema.
CREATE SCHEMA sample;
Table creation
Create table sample.sampleinfo
{
id int primary key,
name varchar(20)
}","schema sql server explain create new schema database ? schema used create database object . created using create schema statement . object created moved schema . multiple database user share single default schema . create schema sample ; table creation create table sample.sampleinfo { id int primary key , name varchar ( ) }",
235,Explain how to create a scrollable cursor with the scroll option.,"Using the SCROLL keyword while declaring a cursor allows fetching of rows in any sequence.
Example:
DECLARE employee_curs SCROLL CURSOR FOR SELECT * FROM employee;
The active set of the cursor is stored can be accessed in any order without the need of opening and closing the cursor. The Scroll cursors can be set for select and function cursors but not insert or update statements.","Explain how to create a scrollable cursor with the scroll option.Using the SCROLL keyword while declaring a cursor allows fetching of rows in any sequence.
Example:
DECLARE employee_curs SCROLL CURSOR FOR SELECT * FROM employee;
The active set of the cursor is stored can be accessed in any order without the need of opening and closing the cursor. The Scroll cursors can be set for select and function cursors but not insert or update statements.",explain create scrollable cursor scroll option.using scroll keyword declaring cursor allows fetching row sequence . example : declare employee_curs scroll cursor select employee ; active set cursor stored accessed order without need opening closing cursor . scroll cursor set select function cursor insert update statement .,
236,Explain how to create a dynamic cursor with the dynamic option?,"When a cursor is declared as DYNAMIC, the cursor reflects all changes made to the base tables as the cursor is scrolled around.
Declare cursor_name cursor
[ STATIC | KEYSET | DYNAMIC | FAST_FORWARD ]
FOR select_statement
The dynamic option does not support ABSOLUTE FETCH.","Explain how to create a dynamic cursor with the dynamic option?When a cursor is declared as DYNAMIC, the cursor reflects all changes made to the base tables as the cursor is scrolled around.
Declare cursor_name cursor
[ STATIC | KEYSET | DYNAMIC | FAST_FORWARD ]
FOR select_statement
The dynamic option does not support ABSOLUTE FETCH.","explain create dynamic cursor dynamic option ? cursor declared dynamic , cursor reflects change made base table cursor scrolled around . declare cursor_name cursor [ static keyset dynamic fast_forward select_statement dynamic option support absolute fetch .",
237,What are database files and filegroups?,"Database files are used for mapping the database over some operating system files. Data and log information are separate. SQL server database has three types of database files:
+ Primary: starting point of a database. It also points to other files in database.
+ + Extension: .mdf
+ Secondary: All data files except primary data file is a part of secondary files.
+ + Extension: .ndf
+ Log files: All log information used to recover database.
+ + Extension: .ldf","What are database files and filegroups?Database files are used for mapping the database over some operating system files. Data and log information are separate. SQL server database has three types of database files:
+ Primary: starting point of a database. It also points to other files in database.
+ + Extension: .mdf
+ Secondary: All data files except primary data file is a part of secondary files.
+ + Extension: .ndf
+ Log files: All log information used to recover database.
+ + Extension: .ldf",database file filegroups ? database file used mapping database operating system file . data log information separate . sql server database three type database file : + primary : starting point database . also point file database . + extension : mdf + secondary : data file except primary data file part secondary file . + extension : ndf + log file : log information used recover database . + extension : ldf,
238,Describe in brief databases and sql server databases architecture.,"SQL Server consists of a set of various components which fulfill data storage and data analysis needs for enterprise applications. Database architecture: All the data is stored in databases which is organized into logical components visible to the end users. It""s only the administrator who needs to actually deal with the physical storage aspect of the databases, whereas users only deal with database tables.
Every SQL Server instance has primarily 4 system database i.e. master, model, tempdb and msdb. All other databases are user created databases as per their needs and requirements.
A single SQL Server instance is capable of handling thousands of users working on multiple databases.","Describe in brief databases and sql server databases architecture.SQL Server consists of a set of various components which fulfill data storage and data analysis needs for enterprise applications. Database architecture: All the data is stored in databases which is organized into logical components visible to the end users. It""s only the administrator who needs to actually deal with the physical storage aspect of the databases, whereas users only deal with database tables.
Every SQL Server instance has primarily 4 system database i.e. master, model, tempdb and msdb. All other databases are user created databases as per their needs and requirements.
A single SQL Server instance is capable of handling thousands of users working on multiple databases.","describe brief database sql server database architecture.sql server consists set various component fulfill data storage data analysis need enterprise application . database architecture : data stored database organized logical component visible end user . '' administrator need actually deal physical storage aspect database , whereas user deal database table . every sql server instance primarily system database i.e . master , model , tempdb msdb . database user created database per need requirement . single sql server instance capable handling thousand user working multiple database .",
239,What are the steps to improve the performance of a query?,"+ Number of joins and use of complex views/cursors have to be reduced.
+ The use of the stored procedures and indexes have to be maximized.
+ The optimized use of the complex conditional checks and computer columns have to be in place.
+ Tracking of performance analysis for the query helps us in identifying the right aspects to optimize.","What are the steps to improve the performance of a query?+ Number of joins and use of complex views/cursors have to be reduced.
+ The use of the stored procedures and indexes have to be maximized.
+ The optimized use of the complex conditional checks and computer columns have to be in place.
+ Tracking of performance analysis for the query helps us in identifying the right aspects to optimize.",step improve performance query ? + number join use complex views/cursors reduced . + use stored procedure index maximized . + optimized use complex conditional check computer column place . + tracking performance analysis query help u identifying right aspect optimize .,
240,How would you use the sp_ functions to identify the blocking problems?,"Blocking is the deadlock situation when two SQL connections race to obtain the control over the same set of rows in conflicting terms. This can be tracked by the status of WAIT present in the SP_LOCK procedure""s output. All the active LOCKS and the different rows that are being involved are shown in this output. The identification of the connections involved in the specific row contention lock can be identified with sp_who and sp_who2 procedures. This way the causal agents of the blocking is identifies. KILL command issued against the specific SQL connection causing the BLOCK can resolve the issue. But the permanent solution lies in the proper design of the application code to execute in concurrence across different connections.","How would you use the sp_ functions to identify the blocking problems?Blocking is the deadlock situation when two SQL connections race to obtain the control over the same set of rows in conflicting terms. This can be tracked by the status of WAIT present in the SP_LOCK procedure""s output. All the active LOCKS and the different rows that are being involved are shown in this output. The identification of the connections involved in the specific row contention lock can be identified with sp_who and sp_who2 procedures. This way the causal agents of the blocking is identifies. KILL command issued against the specific SQL connection causing the BLOCK can resolve the issue. But the permanent solution lies in the proper design of the application code to execute in concurrence across different connections.",would use sp_ function identify blocking problem ? blocking deadlock situation two sql connection race obtain control set row conflicting term . tracked status wait present sp_lock procedure '' output . active lock different row involved shown output . identification connection involved specific row contention lock identified sp_who sp_who procedure . way causal agent blocking identifies . kill command issued specific sql connection causing block resolve issue . permanent solution lie proper design application code execute concurrence across different connection .,
241,What are the different types of backups?,"The SQL server offers 4 types of backups to suit the need of the administrator.

+ Complete backup- The complete back up is just zipping the content of the entire database in terms of the different tables and procedures etc. This back up can server as an independent entity that can be restored in different systems with just the base SQL server installed.
+ Transaction log backup: This is the mechanism of backing up the transaction logs that have been maintained in the server. This way the details of the database getting updated is obtained. This cannot be a stand-alone back up mechanism. But can save a lot of time if we already have the file system related to the DB backed up on the new deployment server.
+ Differential backup: This is a subset of the complete backup, where only the modified datasets are backed up. This can save the time when we are just trying to maintain a backup server to main server.
+ File backup: This is the quickest way to take the backup of entire database. Instead of taking in the data actually stored in DB, the files are backed up and the file system thus obtained when combined with the transaction logs of the original system will render the database that we are trying to back up.","What are the different types of backups?The SQL server offers 4 types of backups to suit the need of the administrator.

+ Complete backup- The complete back up is just zipping the content of the entire database in terms of the different tables and procedures etc. This back up can server as an independent entity that can be restored in different systems with just the base SQL server installed.
+ Transaction log backup: This is the mechanism of backing up the transaction logs that have been maintained in the server. This way the details of the database getting updated is obtained. This cannot be a stand-alone back up mechanism. But can save a lot of time if we already have the file system related to the DB backed up on the new deployment server.
+ Differential backup: This is a subset of the complete backup, where only the modified datasets are backed up. This can save the time when we are just trying to maintain a backup server to main server.
+ File backup: This is the quickest way to take the backup of entire database. Instead of taking in the data actually stored in DB, the files are backed up and the file system thus obtained when combined with the transaction logs of the original system will render the database that we are trying to back up.","different type backup ? sql server offer type backup suit need administrator . + complete backup- complete back zipping content entire database term different table procedure etc . back server independent entity restored different system base sql server installed . + transaction log backup : mechanism backing transaction log maintained server . way detail database getting updated obtained . stand-alone back mechanism . save lot time already file system related db backed new deployment server . + differential backup : subset complete backup , modified datasets backed . save time trying maintain backup server main server . + file backup : quickest way take backup entire database . instead taking data actually stored db , file backed file system thus obtained combined transaction log original system render database trying back .",
242,What are the different levels of isolation?,"The isolation represents the way of separating the database from the effects of network accesses, thereby maintaining the consistency. The different levels of isolation are:
+ read committed: This level of isolation uses the shared locks and the reads to the database give the constant and consistent values.
+ read uncommitted: No locks implemented. This is the least effective isolation level.
+ repeatable read: There are locks over the rows and values but the updates are maintained as a separate phantom row which is the next set of values for the specific record. Values can change within a specific transaction of a SQL function.
+ SERIALIZABLE reads: This is the implementation of pure lock mechanism where one specific transaction is not allowed access to specific record before another one completes.","What are the different levels of isolation?The isolation represents the way of separating the database from the effects of network accesses, thereby maintaining the consistency. The different levels of isolation are:
+ read committed: This level of isolation uses the shared locks and the reads to the database give the constant and consistent values.
+ read uncommitted: No locks implemented. This is the least effective isolation level.
+ repeatable read: There are locks over the rows and values but the updates are maintained as a separate phantom row which is the next set of values for the specific record. Values can change within a specific transaction of a SQL function.
+ SERIALIZABLE reads: This is the implementation of pure lock mechanism where one specific transaction is not allowed access to specific record before another one completes.","different level isolation ? isolation represents way separating database effect network access , thereby maintaining consistency . different level isolation : + read committed : level isolation us shared lock read database give constant consistent value . + read uncommitted : lock implemented . least effective isolation level . + repeatable read : lock row value update maintained separate phantom row next set value specific record . value change within specific transaction sql function . + serializable read : implementation pure lock mechanism one specific transaction allowed access specific record another one completes .",
243,How can you start the sql server in the single user mode and the minimal configuration mode?,The SQLServer.exe is the executable which can be called in the command prompt with the parameters -m and -f. These are the options that will start the SQL server in the user mode and minimal configuration mode respectively.,How can you start the sql server in the single user mode and the minimal configuration mode?The SQLServer.exe is the executable which can be called in the command prompt with the parameters -m and -f. These are the options that will start the SQL server in the user mode and minimal configuration mode respectively.,start sql server single user mode minimal configuration mode ? sqlserver.exe executable called command prompt parametersm andf . option start sql server user mode minimal configuration mode respectively .,
244,How can you know that statistics should be updated?,"Statistics represent the uniqueness for the indexes that are being used for selecting the records. This can make the query execution pretty efficient. The tables that we are dealing with if truncated and repopulated, there is a good chance that the indexes and statistics are out of sync and this is when we have to update the statistics. There are also other situations like when the table has been modified and lot of rows have been added recently or like when a server has been updated with different version of software. These also give us the reason to use the UPDATE_STATISTICS, DBCC SHOW_STATISTICS etc to update it accordingly.","How can you know that statistics should be updated?Statistics represent the uniqueness for the indexes that are being used for selecting the records. This can make the query execution pretty efficient. The tables that we are dealing with if truncated and repopulated, there is a good chance that the indexes and statistics are out of sync and this is when we have to update the statistics. There are also other situations like when the table has been modified and lot of rows have been added recently or like when a server has been updated with different version of software. These also give us the reason to use the UPDATE_STATISTICS, DBCC SHOW_STATISTICS etc to update it accordingly.","know statistic updated ? statistic represent uniqueness index used selecting record . make query execution pretty efficient . table dealing truncated repopulated , good chance index statistic sync update statistic . also situation like table modified lot row added recently like server updated different version software . also give u reason use update_statistics , dbcc show_statistics etc update accordingly .",
245,What is replication in sql server?,"Replication refers to the moving or copying of the database elements from one system to another. This can be done in the SQL Server in one of the following methods:
+ Transactional.
+ Snapshot.
+ Merge replication.","What is replication in sql server?Replication refers to the moving or copying of the database elements from one system to another. This can be done in the SQL Server in one of the following methods:
+ Transactional.
+ Snapshot.
+ Merge replication.",replication sql server ? replication refers moving copying database element one system another . done sql server one following method : + transactional . + snapshot . + merge replication .,
246,Can we initiate a external com object from within sql?,Yes we can use the stored procedure sp_OACreate to initiate the external COM object from the T-SQL.,Can we initiate a external com object from within sql?Yes we can use the stored procedure sp_OACreate to initiate the external COM object from the T-SQL.,initiate external com object within sql ? yes use stored procedure sp_oacreate initiate external com object t-sql .,
247,What is a schema? how is it useful in sql servers?,"The Schema refers to the overall structure of the database with all related information like users, access privileges, interaction information between the different tables etc. The CREATE SCHEMA is the command that can be used to create the schema in the SQL Server. This when done can be used to re deploy the same database in another system for demonstrative or test purposes. This holds intact the underlying framework over which the database has been built.","What is a schema? how is it useful in sql servers?The Schema refers to the overall structure of the database with all related information like users, access privileges, interaction information between the different tables etc. The CREATE SCHEMA is the command that can be used to create the schema in the SQL Server. This when done can be used to re deploy the same database in another system for demonstrative or test purposes. This holds intact the underlying framework over which the database has been built.","schema ? useful sql server ? schema refers overall structure database related information like user , access privilege , interaction information different table etc . create schema command used create schema sql server . done used deploy database another system demonstrative test purpose . hold intact underlying framework database built .",
248,What is write ahead log?,The write-ahead log is the logging system that just updates the buffer cache of the database for the transactions and updates the logs and only then the actual changes are incorporated in the actual database. This is the reason why it is called “write ahead”. This helps in maintaining the consistency in the database. This can also be useful in getting the actual database values even in case of failures.,What is write ahead log?The write-ahead log is the logging system that just updates the buffer cache of the database for the transactions and updates the logs and only then the actual changes are incorporated in the actual database. This is the reason why it is called “write ahead”. This helps in maintaining the consistency in the database. This can also be useful in getting the actual database values even in case of failures.,write ahead log ? write-ahead log logging system update buffer cache database transaction update log actual change incorporated actual database . reason calledwrite ahead ” . help maintaining consistency database . also useful getting actual database value even case failure .,
249,What is the use of check points in the transaction logs?,"The check points are restoration points that indicate the specific state of the database. When there is some failure in the database that is occurring before the next check point, the database can be reverted back to the previous check point and thus the database would still be consistent.","What is the use of check points in the transaction logs?The check points are restoration points that indicate the specific state of the database. When there is some failure in the database that is occurring before the next check point, the database can be reverted back to the previous check point and thus the database would still be consistent.","use check point transaction log ? check point restoration point indicate specific state database . failure database occurring next check point , database reverted back previous check point thus database would still consistent .",
250,What is a column with identity?,The column with a defined identity in turn means that there is an unique value that the system assigns to the specific column. This is similar to the AUTONumber property of the Access backend.,What is a column with identity?The column with a defined identity in turn means that there is an unique value that the system assigns to the specific column. This is similar to the AUTONumber property of the Access backend.,column identity ? column defined identity turn mean unique value system assigns specific column . similar autonumber property access backend .,
251,What are scrollable cursors? how are they created?,"The scrollable cursors are the ones that can get the entire set of rows as single entity, within which all the rows present can be accessed in any order without the open/close of cursor done for every row access. The scrollable cursors are created with the keyword SCROLL added to the CREATE Cursor statements. The scrollable cursors are useful for the access of information from different rows but not for the delete/insert of new rows.","What are scrollable cursors? how are they created?The scrollable cursors are the ones that can get the entire set of rows as single entity, within which all the rows present can be accessed in any order without the open/close of cursor done for every row access. The scrollable cursors are created with the keyword SCROLL added to the CREATE Cursor statements. The scrollable cursors are useful for the access of information from different rows but not for the delete/insert of new rows.","scrollable cursor ? created ? scrollable cursor one get entire set row single entity , within row present accessed order without open/close cursor done every row access . scrollable cursor created keyword scroll added create cursor statement . scrollable cursor useful access information different row delete/insert new row .",
252,What is raid and how does it help storage of databases?,"The RAID stands for Redundant Array of Independent Disks. With its own RAID controllers, the RAID implements a fail-safe storage mechanism with its own backup mechanisms. There are different configurations of the RAID that all give us the ACID properties of storage along with other such facilities. This kind of storage will make the SQL Server database to be failsafe and stable. This can sometimes mean that the backup mechanisms and other such reliability measures can be taken off from the SQL Server level of operations.","What is raid and how does it help storage of databases?The RAID stands for Redundant Array of Independent Disks. With its own RAID controllers, the RAID implements a fail-safe storage mechanism with its own backup mechanisms. There are different configurations of the RAID that all give us the ACID properties of storage along with other such facilities. This kind of storage will make the SQL Server database to be failsafe and stable. This can sometimes mean that the backup mechanisms and other such reliability measures can be taken off from the SQL Server level of operations.","raid help storage database ? raid stand redundant array independent disk . raid controller , raid implement fail-safe storage mechanism backup mechanism . different configuration raid give u acid property storage along facility . kind storage make sql server database failsafe stable . sometimes mean backup mechanism reliability measure taken sql server level operation .",
253,How can you identify the version number of the sql server installed?,The global variable version has the build and version information for the SQL Server and the service packs.,How can you identify the version number of the sql server installed?The global variable version has the build and version information for the SQL Server and the service packs.,identify version number sql server installed ? global variable version build version information sql server service pack .,
254,What is the use of cascade constraints?,"cascading is used for maintaining referencial integrity rules, which says that foreign key attributes values should be either subset of primary key values or null.","What is the use of cascade constraints?cascading is used for maintaining referencial integrity rules, which says that foreign key attributes values should be either subset of primary key values or null.","use cascade constraint ? cascading used maintaining referencial integrity rule , say foreign key attribute value either subset primary key value null .",
255,What is the function of a odbc manager ?,The ODBC Manager manages all the data sources that exists in the system.,What is the function of a odbc manager ?The ODBC Manager manages all the data sources that exists in the system.,function odbc managerthe odbc manager manages data source exists system .,
256,What are the different types of indexes available in sql server?,"“Clustered and Non-Clustered Indexes”. There are other types of Indexes such as Unique, XML, Spatial and Filtered Indexes.","What are the different types of indexes available in sql server?“Clustered and Non-Clustered Indexes”. There are other types of Indexes such as Unique, XML, Spatial and Filtered Indexes.","different type index available sql server ? “ clustered non-clustered index ” . type index unique , xml , spatial filtered index .",
257,What is the difference between clustered and non-clustered index?,"In a clustered index, the leaf level pages are the actual data pages of the table. When a clustered index is created on a table, the data pages are arranged accordingly based on the clustered index key. There can only be one Clustered index on a table.
In a Non-Clustered index, the leaf level pages does not contain data pages instread it contains pointers to the data pages. There can multiple non-clustered indexes on a single table.","What is the difference between clustered and non-clustered index?In a clustered index, the leaf level pages are the actual data pages of the table. When a clustered index is created on a table, the data pages are arranged accordingly based on the clustered index key. There can only be one Clustered index on a table.
In a Non-Clustered index, the leaf level pages does not contain data pages instread it contains pointers to the data pages. There can multiple non-clustered indexes on a single table.","difference clustered non-clustered index ? clustered index , leaf level page actual data page table . clustered index created table , data page arranged accordingly based clustered index key . one clustered index table . non-clustered index , leaf level page contain data page instread contains pointer data page . multiple non-clustered index single table .",
258,What are the high-availability solutions in sql server?,"Failover Clustering, Database Mirroring, Log Shipping and Replication are the High- Availability features available in SQL Server.","What are the high-availability solutions in sql server?Failover Clustering, Database Mirroring, Log Shipping and Replication are the High- Availability features available in SQL Server.","high-availability solution sql server ? failover clustering , database mirroring , log shipping replication high- availability feature available sql server .",
259,What is denormalization and when would you go for it?,"As the name indicates, denormalization is the reverse process of normalization. It""s the controlled introduction of redundancy in to the database design. It helps improve the query performance as the number of joins could be reduced.","What is denormalization and when would you go for it?As the name indicates, denormalization is the reverse process of normalization. It""s the controlled introduction of redundancy in to the database design. It helps improve the query performance as the number of joins could be reduced.","denormalization would go ? name indicates , denormalization reverse process normalization . '' controlled introduction redundancy database design . help improve query performance number join could reduced .",
260,"How do you implement one-to-one, one-to-many and many-to-many relationships while designing tables?","+ One-to-One relationship can be implemented as a single table and rarely as two tables with primary and foreign key relationships.
+ One-to-Many relationships are implemented by splitting the data into two tables with primary key and foreign key relationships.
+ Many-to-Many relationships are implemented using a junction table with the keys from both the tables forming the composite primary key of the junction table.","How do you implement one-to-one, one-to-many and many-to-many relationships while designing tables?+ One-to-One relationship can be implemented as a single table and rarely as two tables with primary and foreign key relationships.
+ One-to-Many relationships are implemented by splitting the data into two tables with primary key and foreign key relationships.
+ Many-to-Many relationships are implemented using a junction table with the keys from both the tables forming the composite primary key of the junction table.","implement one-to-one , one-to-many many-to-many relationship designing table ? + one-to-one relationship implemented single table rarely two table primary foreign key relationship . + one-to-many relationship implemented splitting data two table primary key foreign key relationship . + many-to-many relationship implemented using junction table key table forming composite primary key junction table .",
261,What is the difference between a primary key and a unique key?,"Both primary key and unique enforce uniqueness of the column on which they are defined. But by default primary key creates a clustered index on the column, where are unique creates a nonclustered index by default. Another major difference is that, primary key doesn""t allow NULLs, but unique key allows one NULL only.","What is the difference between a primary key and a unique key?Both primary key and unique enforce uniqueness of the column on which they are defined. But by default primary key creates a clustered index on the column, where are unique creates a nonclustered index by default. Another major difference is that, primary key doesn""t allow NULLs, but unique key allows one NULL only.","difference primary key unique key ? primary key unique enforce uniqueness column defined . default primary key creates clustered index column , unique creates nonclustered index default . another major difference , primary key '' allow null , unique key allows one null .",
262,What are user defined datatypes and when you should go for them?,"User defined datatypes let you extend the base SQL Server datatypes by providing a descriptive name, and format to the database. Take for example, in your database, there is a column called Flight_Num which appears in many tables. In all these tables it should be varchar(8). In this case you could create a user defined datatype called Flight_num_type of varchar(8) and use it across all your tables.","What are user defined datatypes and when you should go for them?User defined datatypes let you extend the base SQL Server datatypes by providing a descriptive name, and format to the database. Take for example, in your database, there is a column called Flight_Num which appears in many tables. In all these tables it should be varchar(8). In this case you could create a user defined datatype called Flight_num_type of varchar(8) and use it across all your tables.","user defined datatypes go ? user defined datatypes let extend base sql server datatypes providing descriptive name , format database . take example , database , column called flight_num appears many table . table varchar ( ) . case could create user defined datatype called flight_num_type varchar ( ) use across table .",
263,What is bit datatype and what is the information that can be stored inside a bit column?,"Bit datatype is used to store boolean information like 1 or 0 (true or false). Untill SQL Server 6.5 bit datatype could hold either a 1 or 0 and there was no support for NULL. But from SQL Server 7.0 onwards, bit datatype can represent a third state, which is NULL.","What is bit datatype and what is the information that can be stored inside a bit column?Bit datatype is used to store boolean information like 1 or 0 (true or false). Untill SQL Server 6.5 bit datatype could hold either a 1 or 0 and there was no support for NULL. But from SQL Server 7.0 onwards, bit datatype can represent a third state, which is NULL.","bit datatype information stored inside bit column ? bit datatype used store boolean information like true false ) . untill sql server bit datatype could hold either support null . sql server onwards , bit datatype represent third state , null .",
264,Define candidate key and alternate key and composite key.,"A candidate key is one that can identify each row of a table uniquely. Generally a candidate key becomes the primary key of the table. If the table has more than one candidate key, one of them will become the primary key, and the rest are called alternate keys.
A key formed by combining at least two or more columns is called composite key.","Define candidate key and alternate key and composite key.A candidate key is one that can identify each row of a table uniquely. Generally a candidate key becomes the primary key of the table. If the table has more than one candidate key, one of them will become the primary key, and the rest are called alternate keys.
A key formed by combining at least two or more columns is called composite key.","define candidate key alternate key composite key.a candidate key one identify row table uniquely . generally candidate key becomes primary key table . table one candidate key , one become primary key , rest called alternate key . key formed combining least two column called composite key .",
265,What is a transaction and what are acid properties?,"A transaction is a logical unit of work in which, all the steps must be performed or none. ACID stands for Atomicity, Consistency, Isolation, Durability. These are the properties of a transaction.","What is a transaction and what are acid properties?A transaction is a logical unit of work in which, all the steps must be performed or none. ACID stands for Atomicity, Consistency, Isolation, Durability. These are the properties of a transaction.","transaction acid property ? transaction logical unit work , step must performed none . acid stand atomicity , consistency , isolation , durability . property transaction .",
266,Explain different isolation levels?,"An isolation level determines the degree of isolation of data between concurrent transactions. The default SQL Server isolation level is Read Committed. Here are the other isolation levels (in the ascending order of isolation): Read Uncommitted, Read Committed, Repeatable Read, Serializable. See SQL Server books online for an explanation of the isolation levels. Be sure to read about SET TRANSACTION ISOLATION LEVEL, which lets you customize the isolation level at the connection level.
CREATE INDEX myIndex ON myTable(myColumn)","Explain different isolation levels?An isolation level determines the degree of isolation of data between concurrent transactions. The default SQL Server isolation level is Read Committed. Here are the other isolation levels (in the ascending order of isolation): Read Uncommitted, Read Committed, Repeatable Read, Serializable. See SQL Server books online for an explanation of the isolation levels. Be sure to read about SET TRANSACTION ISOLATION LEVEL, which lets you customize the isolation level at the connection level.
CREATE INDEX myIndex ON myTable(myColumn)","explain different isolation level ? isolation level determines degree isolation data concurrent transaction . default sql server isolation level read committed . isolation levelsin ascending order isolation ) : read uncommitted , read committed , repeatable read , serializable . see sql server book online explanation isolation level . sure read set transaction isolation level , let customize isolation level connection level . create index myindex mytable ( mycolumn )",
267,What type of index will get created after executing the above statement?,"Non-clustered index. Important thing to note: By default a clustered index gets created on the primary key, unless specified otherwise.

What""s The Maximum Size Of A Row?
8060 bytes.","What type of index will get created after executing the above statement?Non-clustered index. Important thing to note: By default a clustered index gets created on the primary key, unless specified otherwise.

What""s The Maximum Size Of A Row?
8060 bytes.","type index get created executing statement ? non-clustered index . important thing note : default clustered index get created primary key , unless specified otherwise . '' maximum size row ? byte .",
268,Differences between active and active or active and passive cluster configurations?,"+ Active/Active :
+ + It is the bassically use for the default nodes, Here first node will be default and second node will be named instance. Both node will be active.
+ + Its Move group from cluster administration is possible for both side.
+ + System performance will go down, if both resources are in one node.
+ Active/Passive :
+ + Its also basically use for nodes But in this case Only one Active node with default instance. No system performance degradation will be there for this case even if we switchover to the other node. Both have same configuration.","Differences between active and active or active and passive cluster configurations?+ Active/Active :
+ + It is the bassically use for the default nodes, Here first node will be default and second node will be named instance. Both node will be active.
+ + Its Move group from cluster administration is possible for both side.
+ + System performance will go down, if both resources are in one node.
+ Active/Passive :
+ + Its also basically use for nodes But in this case Only one Active node with default instance. No system performance degradation will be there for this case even if we switchover to the other node. Both have same configuration.","difference active active active passive cluster configuration ? + active/active + bassically use default node , first node default second node named instance . node active . + move group cluster administration possible side . + system performance go , resource one node . + active/passive + also basically use node case one active node default instance . system performance degradation case even switchover node . configuration .",
269,What is lock escalation?,"Lock escalation is the process of converting a lot of low level locks (like row locks, page locks) into higher level locks (like table locks). Every lock is a memory structure too many locks would mean, more memory being occupied by locks. To prevent this from happening, SQL Server escalates the many fine-grain locks to fewer coarse-grain locks. Lock escalation threshold was definable in SQL Server 6.5, but from SQL Server 7.0 onwards it""s dynamically managed by SQL Server.","What is lock escalation?Lock escalation is the process of converting a lot of low level locks (like row locks, page locks) into higher level locks (like table locks). Every lock is a memory structure too many locks would mean, more memory being occupied by locks. To prevent this from happening, SQL Server escalates the many fine-grain locks to fewer coarse-grain locks. Lock escalation threshold was definable in SQL Server 6.5, but from SQL Server 7.0 onwards it""s dynamically managed by SQL Server.","lock escalation ? lock escalation process converting lot low level lockslike row lock , page lock ) higher level lockslike table lock ) . every lock memory structure many lock would mean , memory occupied lock . prevent happening , sql server escalates many fine-grain lock fewer coarse-grain lock . lock escalation threshold definable sql server , sql server onwards '' dynamically managed sql server .",
270,What is the difference between delete table and truncate table commands?,"DELETE TABLE is a logged operation, so the deletion of each row gets logged in the transaction log, which makes it slow. TRUNCATE TABLE also deletes all the rows in a table, but it won""t log the deletion of each row, instead it logs the deallocation of the data pages of the table, which makes it faster. Of course, TRUNCATE TABLE can be rolled back.","What is the difference between delete table and truncate table commands?DELETE TABLE is a logged operation, so the deletion of each row gets logged in the transaction log, which makes it slow. TRUNCATE TABLE also deletes all the rows in a table, but it won""t log the deletion of each row, instead it logs the deallocation of the data pages of the table, which makes it faster. Of course, TRUNCATE TABLE can be rolled back.","difference delete table truncate table command ? delete table logged operation , deletion row get logged transaction log , make slow . truncate table also deletes row table , '' log deletion row , instead log deallocation data page table , make faster . course , truncate table rolled back .",
